"TABLE","emr","cert"
"clientId","5224","100076"
"clientId","5659","100077"
"clientId","5671","100078"
"clientId","5980","100079"
"clientId","6021","100080"
"clientId","6042","100081"
"clientId","6048","100082"
"clientId","6420","100083"
"clientId","6506","100084"
"clientId","6836","100085"
"clientId","8372","100086"
"clientId","8445","100087"
"clientId","8488","100088"
"clientId","8505","100089"
"clientId","8602","100090"
"clientId","9173","100091"
"clientId","9348","100092"
"clientId","10012","100093"
"clientId","10242","100094"
"clientId","10456","100095"
"clientId","10457","100096"
"clientId","10459","100097"
"clientId","10460","100098"
"clientId","10461","100099"
"clientId","11053","100100"
"clientId","11055","100101"
"clientId","11754","100102"
"clientId","11755","100103"
"clientId","11788","100104"
"clientId","11844","100105"
"clientId","11919","100106"
"clientId","11968","100107"
"clientId","11980","100108"
"clientId","12009","100109"
"clientId","12217","100110"
"clientId","12218","100111"
"clientId","12219","100112"
"clientId","12230","100113"
"clientId","12232","100114"
"clientId","12234","100115"
"clientId","12235","100116"
"clientId","12243","100117"
"clientId","12291","100118"
"clientId","12563","100119"
"clientId","12566","100120"
"clientId","12567","100121"
"clientId","12745","100122"
"clientId","13051","100123"
"clientId","13090","100124"
"clientId","13095","100125"
"clientId","13096","100126"
"clientId","13211","100127"
"clientId","13386","100128"
"clientId","13549","100129"
"clientId","13962","100130"
"clientId","14145","100131"
"clientId","14162","100132"
"clientId","14164","100133"
"clientId","14217","100134"
"clientId","14323","100135"
"clientId","14476","100136"
"clientId","14585","100137"
"clientId","14593","100138"
"clientId","14620","100139"
"clientId","14621","100140"
"clientId","14723","100141"
"clientId","15272","100142"
"clientId","15273","100143"
"clientId","15331","100144"
"clientId","15333","100145"
"clientId","15424","100146"
"clientId","15553","100147"
"clientId","15555","100148"
"clientId","15556","100149"
"clientId","15557","100150"
"clientId","15564","100151"
"clientId","15565","100152"
"clientId","15566","100153"
"clientId","15567","100154"
"clientId","15771","100155"
"clientId","15923","100156"
"clientId","16086","100157"
"clientId","16087","100158"
"clientId","16092","100159"
"clientId","16099","100160"
"clientId","16101","100161"
"clientId","16104","100162"
"clientId","16105","100163"
"clientId","17387","100164"
"clientId","17490","100165"
"clientId","17519","100166"
"clientId","17766","100167"
"clientId","17772","100168"
"clientId","17779","100169"
"clientId","17917","100170"
"clientId","18547","100171"
"clientId","18725","100172"
"clientId","18863","100173"
"clientId","19302","100174"
"clientId","19583","100175"
"clientId","19751","100176"
"clientId","19857","100177"
"clientId","19907","100178"
"clientId","19915","100179"
"clientId","19917","100180"
"clientId","19918","100181"
"clientId","19919","100182"
"clientId","20747","100183"
"clientId","21047","100184"
"clientId","21876","100185"
"clientId","21955","100186"
"clientId","22200","100187"
"clientId","22291","100188"
"clientId","22578","100189"
"clientId","22619","100190"
"clientId","22620","100191"
"clientId","22824","100192"
"clientId","22898","100193"
"clientId","22901","100194"
"clientId","23011","100195"
"clientId","23016","100196"
"clientId","23063","100197"
"clientId","23067","100198"
"clientId","23078","100199"
