"TABLE","emr","cert"
"clientId","13817","39470"
"clientId","13819","39471"
"clientId","13822","39472"
"clientId","13826","39473"
"clientId","13828","39474"
"clientId","13829","39475"
"clientId","13830","39476"
"clientId","13832","39477"
"clientId","13845","39478"
"clientId","13855","39479"
"clientId","13879","39480"
"clientId","13880","39481"
"clientId","13889","39482"
"clientId","13936","39483"
"clientId","13939","39484"
"clientId","13957","39485"
"clientId","14004","39486"
"clientId","14005","39487"
"clientId","14006","39488"
"clientId","14007","39489"
"clientId","14008","39490"
"clientId","14045","39491"
"clientId","14112","39492"
"clientId","14115","39493"
"clientId","14140","39494"
"clientId","14141","39495"
"clientId","14142","39496"
"clientId","14143","39497"
"clientId","14144","39498"
"clientId","14146","39499"
"clientId","14147","39500"
"clientId","14266","39501"
"clientId","14271","39502"
"clientId","14292","39503"
"clientId","14306","39504"
"clientId","14307","39505"
"clientId","14309","39506"
"clientId","14311","39507"
"clientId","14312","39508"
"clientId","14313","39509"
"clientId","14314","39510"
"clientId","14315","39511"
"clientId","14316","39512"
"clientId","14317","39513"
"clientId","14319","39514"
"clientId","14320","39515"
"clientId","14322","39516"
"clientId","14405","39517"
"clientId","14432","39518"
"clientId","14463","39519"
"clientId","14471","39520"
"clientId","14482","39521"
"clientId","14543","39522"
"clientId","14545","39523"
"clientId","14547","39524"
"clientId","14548","39525"
"clientId","14550","39526"
"clientId","14551","39527"
"clientId","14552","39528"
"clientId","14586","39529"
"clientId","14626","39530"
"clientId","14627","39531"
"clientId","14628","39532"
"clientId","14630","39533"
"clientId","14631","39534"
"clientId","14632","39535"
"clientId","14633","39536"
"clientId","14634","39537"
"clientId","14636","39538"
"clientId","14637","39539"
"clientId","14749","39540"
"clientId","14750","39541"
"clientId","14752","39542"
"clientId","14754","39543"
"clientId","14755","39544"
"clientId","14757","39545"
"clientId","14779","39546"
"clientId","14832","39547"
"clientId","14866","39548"
"clientId","14887","39549"
"clientId","14888","39550"
"clientId","14889","39551"
"clientId","14926","39552"
"clientId","14929","39553"
"clientId","14988","39554"
"clientId","14989","39555"
"clientId","14990","39556"
"clientId","14991","39557"
"clientId","14992","39558"
"clientId","14994","39559"
"clientId","14995","39560"
"clientId","15011","39561"
"clientId","15060","39562"
"clientId","15061","39563"
"clientId","15062","39564"
"clientId","15065","39565"
"clientId","15067","39566"
"clientId","15073","39567"
"clientId","15080","39568"
"clientId","15081","39569"
"clientId","15173","39570"
"clientId","15174","39571"
"clientId","15175","39572"
"clientId","15176","39573"
"clientId","15177","39574"
"clientId","15179","39575"
"clientId","15180","39576"
"clientId","15181","39577"
"clientId","15182","39578"
