"TABLE","emr","cert"
"clientId","4908","50924"
"clientId","5003","50925"
"clientId","5104","50926"
"clientId","5109","50927"
"clientId","5127","50928"
"clientId","5180","50929"
"clientId","5202","50930"
"clientId","5275","50931"
"clientId","5334","50932"
"clientId","5574","50933"
"clientId","5582","50934"
"clientId","5588","50935"
"clientId","5615","50936"
"clientId","5937","50937"
"clientId","5964","50938"
"clientId","5995","50939"
"clientId","6133","50940"
"clientId","6140","50941"
"clientId","6153","50942"
"clientId","6495","50943"
"clientId","6496","50944"
"clientId","6497","50945"
"clientId","6499","50946"
"clientId","6500","50947"
"clientId","6501","50948"
"clientId","6770","50949"
"clientId","6778","50950"
"clientId","6806","50951"
"clientId","7314","50952"
"clientId","7436","50953"
"clientId","7438","50954"
"clientId","7439","50955"
"clientId","7440","50956"
"clientId","7441","50957"
"clientId","7444","50958"
"clientId","7446","50959"
"clientId","7447","50960"
"clientId","7678","50961"
"clientId","7679","50962"
"clientId","7740","50963"
"clientId","7756","50964"
"clientId","7963","50965"
"clientId","8001","50966"
"clientId","8413","50967"
"clientId","8601","50968"
"clientId","8817","50969"
"clientId","8849","50970"
"clientId","9029","50971"
"clientId","9037","50972"
"clientId","9230","50973"
"clientId","9236","50974"
"clientId","9243","50975"
"clientId","9250","50976"
"clientId","9314","50977"
"clientId","9320","50978"
"clientId","9323","50979"
"clientId","9475","50980"
"clientId","9484","50981"
"clientId","9513","50982"
"clientId","9675","50983"
"clientId","9719","50984"
"clientId","9720","50985"
"clientId","9722","50986"
"clientId","9725","50987"
"clientId","9728","50988"
"clientId","9740","50989"
"clientId","9741","50990"
"clientId","9748","50991"
"clientId","9750","50992"
"clientId","9757","50993"
"clientId","9762","50994"
"clientId","9763","50995"
"clientId","9764","50996"
"clientId","9765","50997"
"clientId","10018","50998"
"clientId","10170","50999"
"clientId","10190","51000"
"clientId","10235","51001"
"clientId","10270","51002"
"clientId","10351","51003"
"clientId","10356","51004"
"clientId","10618","51005"
"clientId","11936","51006"
"clientId","12648","51007"
"clientId","14902","51008"
"clientId","19766","51009"
"clientId","24670","51010"
"clientId","24791","51011"
"clientId","25084","51012"
"clientId","31575","51013"
"clientId","33248","51014"
"clientId","34273","51015"
"clientId","34813","51016"
"clientId","34871","51017"
"clientId","34875","51018"
"clientId","35309","51019"
"clientId","35460","51020"
"clientId","35462","51021"
"clientId","35476","51022"
"clientId","35511","51023"
"clientId","35514","51024"
"clientId","35518","51025"
"clientId","35522","51026"
"clientId","37539","51027"
"clientId","37542","51028"
"clientId","37687","51029"
"clientId","37700","51030"
"clientId","37710","51031"
"clientId","37780","51032"
"clientId","37791","51033"
"clientId","37887","51034"
"clientId","37890","51035"
"clientId","37899","51036"
"clientId","38168","51037"
"clientId","38177","51038"
"clientId","38182","51039"
"clientId","38184","51040"
"clientId","38301","51041"
"clientId","38308","51042"
"clientId","38315","51043"
"clientId","38322","51044"
"clientId","38355","51045"
"clientId","38364","51046"
"clientId","38375","51047"
"clientId","38377","51048"
"clientId","38380","51049"
"clientId","38464","51050"
"clientId","38468","51051"
"clientId","38478","51052"
"clientId","38484","51053"
"clientId","38490","51054"
"clientId","38495","51055"
"clientId","38524","51056"
"clientId","38525","51057"
"clientId","38526","51058"
"clientId","38800","51059"
"clientId","38819","51060"
"clientId","38837","51061"
"clientId","38942","51062"
"clientId","38947","51063"
"clientId","38952","51064"
"clientId","39023","51065"
"clientId","39030","51066"
"clientId","39128","51067"
"clientId","39133","51068"
"clientId","39143","51069"
"clientId","39158","51070"
"clientId","39400","51071"
"clientId","39551","51072"
"clientId","39557","51073"
"clientId","39567","51074"
"clientId","39663","51075"
"clientId","39666","51076"
"clientId","39678","51077"
"clientId","39686","51078"
"clientId","39842","51079"
"clientId","40065","51080"
"clientId","40333","51081"
"clientId","40527","51082"
"clientId","40543","51083"
"clientId","40548","51084"
"clientId","40673","51085"
"clientId","40788","51086"
"clientId","40851","51087"
"clientId","40859","51088"
"clientId","40869","51089"
"clientId","41156","51090"
"clientId","41158","51091"
"clientId","41161","51092"
"clientId","41165","51093"
"clientId","41166","51094"
"clientId","41283","51095"
"clientId","41286","51096"
"clientId","41309","51097"
"clientId","41350","51098"
"clientId","41360","51099"
"clientId","41362","51100"
"clientId","41369","51101"
"clientId","41452","51102"
"clientId","41816","51103"
"clientId","41821","51104"
"clientId","41835","51105"
