"TABLE","emr","cert"
"clientId","236","43915"
"clientId","237","43916"
"clientId","5047","43917"
"clientId","30193","43918"
"clientId","30223","43919"
"clientId","30225","43920"
"clientId","30230","43921"
"clientId","30231","43922"
"clientId","30232","43923"
"clientId","30235","43924"
"clientId","30236","43925"
"clientId","30237","43926"
"clientId","30238","43927"
"clientId","30239","43928"
"clientId","30240","43929"
"clientId","30241","43930"
"clientId","30242","43931"
"clientId","30243","43932"
"clientId","30244","43933"
"clientId","30245","43934"
"clientId","30246","43935"
"clientId","30247","43936"
"clientId","30248","43937"
"clientId","30249","43938"
"clientId","30250","43939"
"clientId","30252","43940"
"clientId","30253","43941"
"clientId","30254","43942"
"clientId","30255","43943"
"clientId","30256","43944"
"clientId","30257","43945"
"clientId","30258","43946"
"clientId","30259","43947"
"clientId","30262","43948"
"clientId","30266","43949"
"clientId","30267","43950"
"clientId","30268","43951"
"clientId","30269","43952"
"clientId","30270","43953"
"clientId","30271","43954"
"clientId","30272","43955"
"clientId","30276","43956"
"clientId","30309","43957"
"clientId","30373","43958"
"clientId","30374","43959"
"clientId","30375","43960"
"clientId","30376","43961"
"clientId","30377","43962"
"clientId","30378","43963"
"clientId","30379","43964"
"clientId","30380","43965"
"clientId","30381","43966"
"clientId","30382","43967"
"clientId","30383","43968"
"clientId","30386","43969"
"clientId","30400","43970"
"clientId","30401","43971"
"clientId","30402","43972"
"clientId","30404","43973"
"clientId","30405","43974"
"clientId","30406","43975"
"clientId","30417","43976"
"clientId","30419","43977"
"clientId","30421","43978"
"clientId","30433","43979"
"clientId","30434","43980"
"clientId","30435","43981"
"clientId","30493","43982"
"clientId","30494","43983"
"clientId","30495","43984"
"clientId","30496","43985"
"clientId","30497","43986"
"clientId","30498","43987"
"clientId","30499","43988"
"clientId","30500","43989"
"clientId","30501","43990"
"clientId","30502","43991"
"clientId","30503","43992"
"clientId","30504","43993"
"clientId","30505","43994"
"clientId","30506","43995"
"clientId","30507","43996"
"clientId","30508","43997"
"clientId","30509","43998"
"clientId","30510","43999"
"clientId","30523","44000"
"clientId","30524","44001"
"clientId","30550","44002"
"clientId","30588","44003"
"clientId","30589","44004"
"clientId","30590","44005"
"clientId","30591","44006"
"clientId","30592","44007"
"clientId","30656","44008"
"clientId","30657","44009"
"clientId","30658","44010"
"clientId","30659","44011"
"clientId","30660","44012"
"clientId","30661","44013"
"clientId","30662","44014"
"clientId","30663","44015"
"clientId","30664","44016"
"clientId","30665","44017"
"clientId","30666","44018"
"clientId","30667","44019"
"clientId","30668","44020"
"clientId","30669","44021"
"clientId","30670","44022"
"clientId","30671","44023"
"clientId","30672","44024"
"clientId","30673","44025"
"clientId","30678","44026"
"clientId","30680","44027"
"clientId","30682","44028"
"clientId","30683","44029"
"clientId","30685","44030"
"clientId","30702","44031"
"clientId","30708","44032"
"clientId","30732","44033"
"clientId","30733","44034"
"clientId","30755","44035"
"clientId","30756","44036"
"clientId","30757","44037"
"clientId","30758","44038"
"clientId","30759","44039"
"clientId","30760","44040"
"clientId","30761","44041"
"clientId","30762","44042"
"clientId","30763","44043"
"clientId","30764","44044"
"clientId","30765","44045"
"clientId","30766","44046"
"clientId","30767","44047"
"clientId","30768","44048"
"clientId","30769","44049"
"clientId","30770","44050"
"clientId","30771","44051"
"clientId","30772","44052"
"clientId","30773","44053"
"clientId","30792","44054"
"clientId","30825","44055"
"clientId","30826","44056"
"clientId","30827","44057"
"clientId","30828","44058"
"clientId","30829","44059"
"clientId","30830","44060"
"clientId","30833","44061"
"clientId","30834","44062"
"clientId","30835","44063"
"clientId","30838","44064"
"clientId","30841","44065"
"clientId","30842","44066"
"clientId","30843","44067"
"clientId","30849","44068"
"clientId","30883","44069"
"clientId","30884","44070"
"clientId","30885","44071"
"clientId","30886","44072"
"clientId","30887","44073"
"clientId","30888","44074"
"clientId","30889","44075"
"clientId","30890","44076"
"clientId","30891","44077"
"clientId","30892","44078"
"clientId","30893","44079"
"clientId","30894","44080"
"clientId","30895","44081"
"clientId","30896","44082"
"clientId","30897","44083"
"clientId","30898","44084"
"clientId","30899","44085"
"clientId","30900","44086"
"clientId","30901","44087"
"clientId","30902","44088"
"clientId","30903","44089"
"clientId","30909","44090"
"clientId","30910","44091"
"clientId","30914","44092"
"clientId","30941","44093"
"clientId","30942","44094"
"clientId","30946","44095"
"clientId","30947","44096"
"clientId","30948","44097"
"clientId","30950","44098"
"clientId","30958","44099"
"clientId","30992","44100"
"clientId","30993","44101"
"clientId","30994","44102"
"clientId","30995","44103"
"clientId","30996","44104"
"clientId","30997","44105"
"clientId","30998","44106"
"clientId","30999","44107"
"clientId","31000","44108"
"clientId","31001","44109"
"clientId","31002","44110"
"clientId","31003","44111"
"clientId","31004","44112"
"clientId","31005","44113"
"clientId","31006","44114"
"clientId","31007","44115"
"clientId","31008","44116"
"clientId","31009","44117"
"clientId","31010","44118"
"clientId","31011","44119"
"clientId","31012","44120"
"clientId","31013","44121"
"clientId","31014","44122"
"clientId","31019","44123"
"clientId","31020","44124"
"clientId","31021","44125"
"clientId","31046","44126"
"clientId","31064","44127"
"clientId","31111","44128"
"clientId","31112","44129"
"clientId","31113","44130"
"clientId","31114","44131"
"clientId","31115","44132"
"clientId","31116","44133"
"clientId","31117","44134"
"clientId","31118","44135"
"clientId","31119","44136"
"clientId","31120","44137"
"clientId","31121","44138"
"clientId","31122","44139"
"clientId","31123","44140"
"clientId","31124","44141"
"clientId","31126","44142"
"clientId","31127","44143"
"clientId","31128","44144"
"clientId","31129","44145"
"clientId","31134","44146"
"clientId","31147","44147"
"clientId","31156","44148"
"clientId","31161","44149"
"clientId","31188","44150"
"clientId","31189","44151"
"clientId","31190","44152"
"clientId","31192","44153"
"clientId","31193","44154"
"clientId","31194","44155"
"clientId","31195","44156"
"clientId","31196","44157"
"clientId","31197","44158"
"clientId","31198","44159"
"clientId","31199","44160"
"clientId","31200","44161"
"clientId","31201","44162"
"clientId","31202","44163"
"clientId","31203","44164"
"clientId","31204","44165"
"clientId","31218","44166"
"clientId","31223","44167"
"clientId","31228","44168"
"clientId","31229","44169"
"clientId","31230","44170"
"clientId","31250","44171"
"clientId","31254","44172"
"clientId","31263","44173"
"clientId","31293","44174"
"clientId","31294","44175"
"clientId","31295","44176"
"clientId","31296","44177"
"clientId","31297","44178"
"clientId","31298","44179"
"clientId","31299","44180"
"clientId","31300","44181"
"clientId","31301","44182"
"clientId","31302","44183"
"clientId","31303","44184"
"clientId","31304","44185"
"clientId","31305","44186"
"clientId","31306","44187"
"clientId","31307","44188"
"clientId","31308","44189"
"clientId","31309","44190"
"clientId","31310","44191"
"clientId","31311","44192"
"clientId","31312","44193"
"clientId","31313","44194"
"clientId","31314","44195"
"clientId","31315","44196"
"clientId","31316","44197"
"clientId","31317","44198"
"clientId","31318","44199"
"clientId","31319","44200"
"clientId","31320","44201"
"clientId","31321","44202"
"clientId","31323","44203"
"clientId","31324","44204"
"clientId","31325","44205"
"clientId","31326","44206"
"clientId","31328","44207"
"clientId","31329","44208"
"clientId","31331","44209"
"clientId","31332","44210"
"clientId","31333","44211"
"clientId","31334","44212"
"clientId","31335","44213"
"clientId","31336","44214"
"clientId","31337","44215"
"clientId","31410","44216"
"clientId","31411","44217"
"clientId","31412","44218"
"clientId","31413","44219"
"clientId","31414","44220"
"clientId","31417","44221"
"clientId","31420","44222"
"clientId","31427","44223"
"clientId","31428","44224"
"clientId","31429","44225"
"clientId","31430","44226"
"clientId","31431","44227"
"clientId","31432","44228"
"clientId","31434","44229"
"clientId","31435","44230"
"clientId","31440","44231"
"clientId","31441","44232"
"clientId","31442","44233"
"clientId","31443","44234"
"clientId","31444","44235"
"clientId","31445","44236"
"clientId","31446","44237"
"clientId","31447","44238"
"clientId","31448","44239"
"clientId","31449","44240"
"clientId","31450","44241"
"clientId","31451","44242"
"clientId","31452","44243"
"clientId","31453","44244"
"clientId","31455","44245"
"clientId","31456","44246"
"clientId","31458","44247"
"clientId","31460","44248"
"clientId","31474","44249"
"clientId","31476","44250"
"clientId","31477","44251"
"clientId","31480","44252"
"clientId","31484","44253"
"clientId","31528","44254"
"clientId","31529","44255"
"clientId","31530","44256"
"clientId","31531","44257"
"clientId","31532","44258"
"clientId","31533","44259"
"clientId","31534","44260"
"clientId","31535","44261"
"clientId","31536","44262"
"clientId","31537","44263"
"clientId","31538","44264"
"clientId","31539","44265"
"clientId","31540","44266"
"clientId","31541","44267"
"clientId","31542","44268"
"clientId","31543","44269"
"clientId","31544","44270"
"clientId","31545","44271"
"clientId","31549","44272"
"clientId","31561","44273"
"clientId","31566","44274"
"clientId","31571","44275"
"clientId","31585","44276"
"clientId","31591","44277"
"clientId","31617","44278"
"clientId","31641","44279"
"clientId","31642","44280"
"clientId","31643","44281"
"clientId","31644","44282"
"clientId","31645","44283"
"clientId","31646","44284"
"clientId","31647","44285"
"clientId","31651","44286"
"clientId","31652","44287"
"clientId","31653","44288"
"clientId","31654","44289"
"clientId","31656","44290"
"clientId","31657","44291"
"clientId","31658","44292"
"clientId","31679","44293"
"clientId","31680","44294"
"clientId","31683","44295"
"clientId","31756","44296"
"clientId","31757","44297"
"clientId","31758","44298"
"clientId","31760","44299"
"clientId","31762","44300"
"clientId","31763","44301"
"clientId","31764","44302"
"clientId","31765","44303"
"clientId","31766","44304"
"clientId","31767","44305"
"clientId","31768","44306"
"clientId","31769","44307"
"clientId","31770","44308"
"clientId","31771","44309"
"clientId","31772","44310"
"clientId","31773","44311"
"clientId","31774","44312"
"clientId","31775","44313"
"clientId","31776","44314"
"clientId","31779","44315"
"clientId","31789","44316"
"clientId","31790","44317"
"clientId","31795","44318"
"clientId","31796","44319"
"clientId","31797","44320"
"clientId","31798","44321"
"clientId","31799","44322"
